timestamp, index, utilization.gpu [%], memory.used [MiB]
2025/10/01 03:18:13.849, 0, 0 %, 1 MiB
2025/10/01 03:18:13.849, 1, 0 %, 1 MiB
2025/10/01 03:18:43.850, 0, 0 %, 1 MiB
2025/10/01 03:18:43.850, 1, 0 %, 1 MiB
2025/10/01 03:19:13.850, 0, 0 %, 1 MiB
2025/10/01 03:19:13.850, 1, 0 %, 1 MiB
2025/10/01 03:19:43.851, 0, 0 %, 1 MiB
2025/10/01 03:19:43.851, 1, 0 %, 1 MiB
2025/10/01 03:20:13.852, 0, 0 %, 1 MiB
2025/10/01 03:20:13.852, 1, 0 %, 1 MiB
2025/10/01 03:20:43.853, 0, 0 %, 1 MiB
2025/10/01 03:20:43.853, 1, 0 %, 1 MiB
2025/10/01 03:21:13.854, 0, 0 %, 1 MiB
2025/10/01 03:21:13.854, 1, 0 %, 1 MiB
2025/10/01 03:21:43.854, 0, 0 %, 1 MiB
2025/10/01 03:21:43.855, 1, 0 %, 1 MiB
2025/10/01 03:22:13.855, 0, 0 %, 1 MiB
2025/10/01 03:22:13.855, 1, 0 %, 1 MiB
2025/10/01 03:22:43.856, 0, 0 %, 1 MiB
2025/10/01 03:22:43.856, 1, 0 %, 1 MiB
2025/10/01 03:23:13.857, 0, 0 %, 1 MiB
2025/10/01 03:23:13.857, 1, 0 %, 1 MiB
2025/10/01 03:23:43.858, 0, 0 %, 1 MiB
2025/10/01 03:23:43.858, 1, 0 %, 1 MiB
2025/10/01 03:24:13.859, 0, 0 %, 1 MiB
2025/10/01 03:24:13.859, 1, 0 %, 1 MiB
2025/10/01 03:24:43.860, 0, 0 %, 1 MiB
2025/10/01 03:24:43.860, 1, 0 %, 1 MiB
2025/10/01 03:25:13.861, 0, 0 %, 1 MiB
2025/10/01 03:25:13.861, 1, 0 %, 1 MiB
2025/10/01 03:25:43.862, 0, 0 %, 1 MiB
2025/10/01 03:25:43.862, 1, 0 %, 1 MiB
2025/10/01 03:26:13.863, 0, 0 %, 1 MiB
2025/10/01 03:26:13.863, 1, 0 %, 1 MiB
2025/10/01 03:26:43.864, 0, 0 %, 1 MiB
2025/10/01 03:26:43.864, 1, 0 %, 1 MiB
2025/10/01 03:27:13.864, 0, 0 %, 1 MiB
2025/10/01 03:27:13.864, 1, 0 %, 1 MiB
2025/10/01 03:27:43.865, 0, 0 %, 1 MiB
2025/10/01 03:27:43.865, 1, 0 %, 1 MiB
2025/10/01 03:28:13.866, 0, 0 %, 1 MiB
2025/10/01 03:28:13.868, 1, 0 %, 1 MiB
2025/10/01 03:28:43.869, 0, 0 %, 1 MiB
2025/10/01 03:28:43.869, 1, 0 %, 1 MiB
2025/10/01 03:29:13.870, 0, 0 %, 1 MiB
2025/10/01 03:29:13.871, 1, 0 %, 1 MiB
2025/10/01 03:29:43.871, 0, 0 %, 1 MiB
2025/10/01 03:29:43.872, 1, 0 %, 1 MiB
2025/10/01 03:30:13.872, 0, 0 %, 1 MiB
2025/10/01 03:30:13.873, 1, 0 %, 1 MiB
2025/10/01 03:30:43.873, 0, 0 %, 1 MiB
2025/10/01 03:30:43.874, 1, 0 %, 1 MiB
2025/10/01 03:31:13.874, 0, 0 %, 1 MiB
2025/10/01 03:31:13.875, 1, 0 %, 1 MiB
2025/10/01 03:31:43.875, 0, 0 %, 1 MiB
2025/10/01 03:31:43.876, 1, 0 %, 1 MiB
2025/10/01 03:32:13.876, 0, 0 %, 1 MiB
2025/10/01 03:32:13.877, 1, 0 %, 1 MiB
2025/10/01 03:32:43.877, 0, 0 %, 1 MiB
2025/10/01 03:32:43.878, 1, 0 %, 1 MiB
2025/10/01 03:33:13.879, 0, 0 %, 1 MiB
2025/10/01 03:33:13.879, 1, 0 %, 1 MiB
2025/10/01 03:33:43.880, 0, 0 %, 1 MiB
2025/10/01 03:33:43.880, 1, 0 %, 1 MiB
2025/10/01 03:34:13.881, 0, 0 %, 1 MiB
2025/10/01 03:34:13.881, 1, 0 %, 1 MiB
2025/10/01 03:34:43.882, 0, 0 %, 1 MiB
2025/10/01 03:34:43.882, 1, 0 %, 1 MiB
2025/10/01 03:35:13.883, 0, 0 %, 1 MiB
2025/10/01 03:35:13.883, 1, 0 %, 1 MiB
2025/10/01 03:35:43.884, 0, 0 %, 2698 MiB
2025/10/01 03:35:43.884, 1, 0 %, 5576 MiB
2025/10/01 03:36:13.884, 0, 0 %, 1 MiB
2025/10/01 03:36:13.884, 1, 0 %, 1 MiB
2025/10/01 03:36:43.885, 0, 0 %, 1 MiB
2025/10/01 03:36:43.885, 1, 0 %, 1 MiB
2025/10/01 03:37:13.885, 0, 0 %, 1 MiB
2025/10/01 03:37:13.885, 1, 0 %, 1 MiB
2025/10/01 03:37:43.886, 0, 0 %, 1 MiB
2025/10/01 03:37:43.886, 1, 0 %, 1 MiB
2025/10/01 03:38:13.887, 0, 0 %, 1 MiB
2025/10/01 03:38:13.887, 1, 0 %, 1 MiB
2025/10/01 03:38:43.888, 0, 0 %, 1 MiB
2025/10/01 03:38:43.888, 1, 0 %, 1 MiB
2025/10/01 03:39:13.889, 0, 0 %, 1 MiB
2025/10/01 03:39:13.889, 1, 0 %, 1 MiB
2025/10/01 03:39:43.889, 0, 0 %, 1 MiB
2025/10/01 03:39:43.889, 1, 0 %, 1 MiB
2025/10/01 03:40:13.890, 0, 0 %, 1 MiB
2025/10/01 03:40:13.890, 1, 0 %, 1 MiB
2025/10/01 03:40:43.890, 0, 0 %, 1 MiB
2025/10/01 03:40:43.891, 1, 0 %, 1 MiB
2025/10/01 03:41:13.891, 0, 0 %, 1 MiB
2025/10/01 03:41:13.891, 1, 0 %, 1 MiB
2025/10/01 03:41:43.892, 0, 0 %, 1 MiB
2025/10/01 03:41:43.892, 1, 0 %, 1 MiB
2025/10/01 03:42:13.893, 0, 0 %, 1 MiB
2025/10/01 03:42:13.893, 1, 0 %, 1 MiB
2025/10/01 03:42:43.894, 0, 0 %, 1 MiB
2025/10/01 03:42:43.894, 1, 0 %, 1 MiB
2025/10/01 03:43:13.895, 0, 0 %, 1 MiB
2025/10/01 03:43:13.895, 1, 0 %, 1 MiB
2025/10/01 03:43:43.895, 0, 0 %, 1 MiB
2025/10/01 03:43:43.895, 1, 0 %, 1 MiB
2025/10/01 03:44:13.896, 0, 0 %, 1 MiB
2025/10/01 03:44:13.896, 1, 0 %, 1 MiB
2025/10/01 03:44:43.897, 0, 0 %, 4712 MiB
2025/10/01 03:44:43.897, 1, 0 %, 7618 MiB
2025/10/01 03:45:13.898, 0, 19 %, 5812 MiB
2025/10/01 03:45:13.898, 1, 21 %, 8362 MiB
2025/10/01 03:45:43.899, 0, 22 %, 5812 MiB
2025/10/01 03:45:43.899, 1, 26 %, 8978 MiB
2025/10/01 03:46:13.900, 0, 0 %, 6076 MiB
2025/10/01 03:46:13.900, 1, 48 %, 10284 MiB
2025/10/01 03:46:43.901, 0, 0 %, 6672 MiB
2025/10/01 03:46:43.901, 1, 50 %, 10930 MiB
2025/10/01 03:47:13.902, 0, 17 %, 7032 MiB
2025/10/01 03:47:13.902, 1, 27 %, 12042 MiB
2025/10/01 03:47:43.903, 0, 4 %, 7898 MiB
2025/10/01 03:47:43.903, 1, 56 %, 13312 MiB
2025/10/01 03:48:13.904, 0, 44 %, 11434 MiB
2025/10/01 03:48:13.904, 1, 58 %, 14774 MiB
2025/10/01 03:48:43.905, 0, 0 %, 24322 MiB
2025/10/01 03:48:43.905, 1, 35 %, 15876 MiB
2025/10/01 03:49:13.906, 0, 42 %, 37754 MiB
2025/10/01 03:49:13.906, 1, 61 %, 15876 MiB
2025/10/01 03:49:43.906, 0, 22 %, 12972 MiB
2025/10/01 03:49:43.907, 1, 29 %, 17128 MiB
2025/10/01 03:50:13.908, 0, 0 %, 27822 MiB
2025/10/01 03:50:13.908, 1, 54 %, 22632 MiB
2025/10/01 03:50:43.909, 0, 0 %, 42900 MiB
2025/10/01 03:50:43.909, 1, 45 %, 37710 MiB
2025/10/01 03:51:13.910, 0, 26 %, 20866 MiB
2025/10/01 03:51:13.910, 1, 18 %, 24232 MiB
2025/10/01 03:51:43.911, 0, 0 %, 36886 MiB
2025/10/01 03:51:43.911, 1, 66 %, 36984 MiB
2025/10/01 03:52:13.912, 0, 0 %, 15592 MiB
2025/10/01 03:52:13.912, 1, 69 %, 36984 MiB
2025/10/01 03:52:43.913, 0, 0 %, 1 MiB
2025/10/01 03:52:43.913, 1, 0 %, 1 MiB
2025/10/01 03:53:13.913, 0, 0 %, 1 MiB
2025/10/01 03:53:13.914, 1, 0 %, 1 MiB
2025/10/01 03:53:43.914, 0, 0 %, 1 MiB
2025/10/01 03:53:43.915, 1, 0 %, 1 MiB
2025/10/01 03:54:13.915, 0, 0 %, 1 MiB
2025/10/01 03:54:13.916, 1, 0 %, 1 MiB
2025/10/01 03:54:43.916, 0, 0 %, 1 MiB
2025/10/01 03:54:43.916, 1, 0 %, 1 MiB
2025/10/01 03:55:13.917, 0, 0 %, 1 MiB
2025/10/01 03:55:13.917, 1, 0 %, 1 MiB
2025/10/01 03:55:43.918, 0, 0 %, 4712 MiB
2025/10/01 03:55:43.918, 1, 0 %, 7618 MiB
2025/10/01 03:56:13.919, 0, 3 %, 5812 MiB
2025/10/01 03:56:13.919, 1, 29 %, 8362 MiB
2025/10/01 03:56:43.920, 0, 0 %, 5812 MiB
2025/10/01 03:56:43.920, 1, 45 %, 8978 MiB
2025/10/01 03:57:13.921, 0, 5 %, 6076 MiB
2025/10/01 03:57:13.921, 1, 29 %, 10284 MiB
2025/10/01 03:57:43.921, 0, 0 %, 6672 MiB
2025/10/01 03:57:43.921, 1, 24 %, 10930 MiB
2025/10/01 03:58:13.922, 0, 0 %, 1 MiB
2025/10/01 03:58:13.922, 1, 0 %, 1 MiB
2025/10/01 03:58:43.923, 0, 0 %, 1 MiB
2025/10/01 03:58:43.923, 1, 0 %, 1 MiB
2025/10/01 03:59:13.924, 0, 0 %, 1 MiB
2025/10/01 03:59:13.924, 1, 0 %, 1 MiB
2025/10/01 03:59:43.925, 0, 0 %, 1 MiB
2025/10/01 03:59:43.925, 1, 0 %, 1 MiB
2025/10/01 04:00:13.926, 0, 0 %, 1 MiB
2025/10/01 04:00:13.926, 1, 0 %, 1 MiB
2025/10/01 04:00:43.926, 0, 0 %, 1 MiB
2025/10/01 04:00:43.927, 1, 0 %, 1 MiB
2025/10/01 04:01:13.927, 0, 3 %, 5810 MiB
2025/10/01 04:01:13.928, 1, 20 %, 8362 MiB
2025/10/01 04:01:43.928, 0, 0 %, 1 MiB
2025/10/01 04:01:43.928, 1, 0 %, 1 MiB
2025/10/01 04:02:13.929, 0, 0 %, 1 MiB
2025/10/01 04:02:13.929, 1, 0 %, 1 MiB
2025/10/01 04:02:43.930, 0, 0 %, 1 MiB
2025/10/01 04:02:43.930, 1, 0 %, 1 MiB
2025/10/01 04:03:13.931, 0, 0 %, 2696 MiB
2025/10/01 04:03:13.931, 1, 0 %, 5576 MiB
2025/10/01 04:03:43.931, 0, 4 %, 5812 MiB
2025/10/01 04:03:43.932, 1, 42 %, 8362 MiB
2025/10/01 04:04:13.932, 0, 5 %, 5812 MiB
2025/10/01 04:04:13.932, 1, 42 %, 8978 MiB
2025/10/01 04:04:43.934, 0, 26 %, 6076 MiB
2025/10/01 04:04:43.934, 1, 19 %, 10284 MiB
2025/10/01 04:05:13.935, 0, 0 %, 6672 MiB
2025/10/01 04:05:13.935, 1, 18 %, 10930 MiB
2025/10/01 04:05:43.936, 0, 34 %, 7032 MiB
2025/10/01 04:05:43.937, 1, 55 %, 12862 MiB
2025/10/01 04:06:13.938, 0, 0 %, 7898 MiB
2025/10/01 04:06:13.938, 1, 56 %, 13312 MiB
2025/10/01 04:06:43.938, 0, 9 %, 12464 MiB
2025/10/01 04:06:43.938, 1, 30 %, 14774 MiB
2025/10/01 04:07:13.938, 0, 49 %, 25448 MiB
2025/10/01 04:07:13.939, 1, 14 %, 15876 MiB
2025/10/01 04:07:43.939, 0, 0 %, 39584 MiB
2025/10/01 04:07:43.940, 1, 51 %, 16484 MiB
2025/10/01 04:08:13.941, 0, 0 %, 14940 MiB
2025/10/01 04:08:13.941, 1, 11 %, 17128 MiB
2025/10/01 04:08:43.942, 0, 0 %, 29922 MiB
2025/10/01 04:08:43.942, 1, 66 %, 24732 MiB
2025/10/01 04:09:13.943, 0, 0 %, 45126 MiB
2025/10/01 04:09:13.943, 1, 63 %, 39936 MiB
2025/10/01 04:09:43.944, 0, 0 %, 22432 MiB
2025/10/01 04:09:43.944, 1, 66 %, 25798 MiB
2025/10/01 04:10:13.945, 0, 0 %, 38532 MiB
2025/10/01 04:10:13.945, 1, 68 %, 36984 MiB
2025/10/01 04:10:43.946, 0, 59 %, 18178 MiB
2025/10/01 04:10:43.946, 1, 7 %, 36984 MiB
2025/10/01 04:11:13.947, 0, 19 %, 34974 MiB
2025/10/01 04:11:13.947, 1, 40 %, 36984 MiB
2025/10/01 04:11:43.947, 0, 0 %, 15592 MiB
2025/10/01 04:11:43.948, 1, 55 %, 36984 MiB
2025/10/01 04:12:13.948, 0, 0 %, 32854 MiB
2025/10/01 04:12:13.948, 1, 65 %, 36984 MiB
2025/10/01 04:12:43.949, 0, 53 %, 18984 MiB
2025/10/01 04:12:43.950, 1, 70 %, 42024 MiB
2025/10/01 04:13:13.950, 0, 0 %, 17176 MiB
2025/10/01 04:13:13.950, 1, 13 %, 34532 MiB
2025/10/01 04:13:43.951, 0, 42 %, 16758 MiB
2025/10/01 04:13:43.951, 1, 72 %, 28718 MiB
2025/10/01 04:14:13.952, 0, 0 %, 17318 MiB
2025/10/01 04:14:13.952, 1, 73 %, 47384 MiB
2025/10/01 04:14:43.953, 0, 0 %, 20100 MiB
2025/10/01 04:14:43.953, 1, 73 %, 44206 MiB
2025/10/01 04:15:13.954, 0, 15 %, 21530 MiB
2025/10/01 04:15:13.954, 1, 52 %, 41262 MiB
2025/10/01 04:15:43.955, 0, 1 %, 24160 MiB
2025/10/01 04:15:43.955, 1, 75 %, 38108 MiB
2025/10/01 04:16:13.955, 0, 0 %, 26952 MiB
2025/10/01 04:16:13.955, 1, 47 %, 35182 MiB
2025/10/01 04:16:43.956, 0, 0 %, 29832 MiB
2025/10/01 04:16:43.956, 1, 31 %, 32560 MiB
2025/10/01 04:17:13.957, 0, 17 %, 33184 MiB
2025/10/01 04:17:13.957, 1, 75 %, 30940 MiB
2025/10/01 04:17:43.958, 0, 0 %, 39064 MiB
2025/10/01 04:17:43.958, 1, 19 %, 29702 MiB
2025/10/01 04:18:13.958, 0, 5 %, 45226 MiB
2025/10/01 04:18:13.958, 1, 74 %, 30756 MiB
2025/10/01 04:18:43.959, 0, 51 %, 15608 MiB
2025/10/01 04:18:43.960, 1, 77 %, 33924 MiB
2025/10/01 04:19:13.960, 0, 79 %, 22738 MiB
2025/10/01 04:19:13.960, 1, 76 %, 34424 MiB
2025/10/01 04:19:43.961, 0, 77 %, 28328 MiB
2025/10/01 04:19:43.961, 1, 77 %, 39942 MiB
2025/10/01 04:20:13.962, 0, 38 %, 37140 MiB
2025/10/01 04:20:13.962, 1, 77 %, 46746 MiB
2025/10/01 04:20:43.962, 0, 36 %, 43488 MiB
2025/10/01 04:20:43.962, 1, 78 %, 32118 MiB
2025/10/01 04:21:13.963, 0, 19 %, 21686 MiB
2025/10/01 04:21:13.963, 1, 43 %, 35218 MiB
2025/10/01 04:21:43.964, 0, 9 %, 32734 MiB
2025/10/01 04:21:43.965, 1, 77 %, 43062 MiB
2025/10/01 04:22:13.965, 0, 31 %, 40880 MiB
2025/10/01 04:22:13.965, 1, 77 %, 38126 MiB
2025/10/01 04:22:43.966, 0, 0 %, 42892 MiB
2025/10/01 04:22:43.967, 1, 80 %, 45098 MiB
2025/10/01 04:23:13.968, 0, 0 %, 23354 MiB
2025/10/01 04:23:13.968, 1, 0 %, 41376 MiB
2025/10/01 04:23:43.968, 0, 0 %, 36436 MiB
2025/10/01 04:23:43.969, 1, 0 %, 38156 MiB
2025/10/01 04:24:13.969, 0, 0 %, 36436 MiB
2025/10/01 04:24:13.970, 1, 0 %, 38156 MiB
2025/10/01 04:24:43.970, 0, 0 %, 1 MiB
2025/10/01 04:24:43.970, 1, 0 %, 1 MiB
2025/10/01 04:25:13.971, 0, 0 %, 1 MiB
2025/10/01 04:25:13.971, 1, 0 %, 1 MiB
2025/10/01 04:25:43.972, 0, 0 %, 1 MiB
2025/10/01 04:25:43.972, 1, 0 %, 1 MiB
2025/10/01 04:26:13.972, 0, 0 %, 2698 MiB
2025/10/01 04:26:13.972, 1, 0 %, 5576 MiB
2025/10/01 04:26:43.973, 0, 25 %, 6166 MiB
2025/10/01 04:26:43.973, 1, 55 %, 8970 MiB
2025/10/01 04:27:13.974, 0, 2 %, 6790 MiB
2025/10/01 04:27:13.974, 1, 80 %, 10896 MiB
2025/10/01 04:27:43.975, 0, 39 %, 7552 MiB
2025/10/01 04:27:43.975, 1, 59 %, 13216 MiB
2025/10/01 04:28:13.975, 0, 41 %, 17344 MiB
2025/10/01 04:28:13.976, 1, 62 %, 14676 MiB
2025/10/01 04:28:43.976, 0, 49 %, 41662 MiB
2025/10/01 04:28:43.976, 1, 52 %, 16932 MiB
2025/10/01 04:29:13.977, 0, 54 %, 26878 MiB
2025/10/01 04:29:13.977, 1, 75 %, 21736 MiB
2025/10/01 04:29:43.978, 0, 58 %, 14288 MiB
2025/10/01 04:29:43.978, 1, 56 %, 47286 MiB
2025/10/01 04:30:13.979, 0, 1 %, 39792 MiB
2025/10/01 04:30:13.979, 1, 53 %, 34124 MiB
2025/10/01 04:30:43.979, 0, 28 %, 28004 MiB
2025/10/01 04:30:43.979, 1, 83 %, 34124 MiB
2025/10/01 04:31:13.979, 0, 18 %, 16906 MiB
2025/10/01 04:31:13.980, 1, 85 %, 34124 MiB
2025/10/01 04:31:43.981, 0, 4 %, 43258 MiB
2025/10/01 04:31:43.981, 1, 94 %, 34124 MiB
2025/10/01 04:32:13.982, 0, 18 %, 23082 MiB
2025/10/01 04:32:13.982, 1, 27 %, 35970 MiB
2025/10/01 04:32:43.983, 0, 30 %, 40660 MiB
2025/10/01 04:32:43.983, 1, 99 %, 39760 MiB
2025/10/01 04:33:13.984, 0, 0 %, 21212 MiB
2025/10/01 04:33:13.984, 1, 29 %, 44680 MiB
2025/10/01 04:33:43.984, 0, 27 %, 42908 MiB
2025/10/01 04:33:43.984, 1, 100 %, 29970 MiB
2025/10/01 04:34:13.985, 0, 22 %, 24156 MiB
2025/10/01 04:34:13.985, 1, 100 %, 35078 MiB
2025/10/01 04:34:43.986, 0, 0 %, 45872 MiB
2025/10/01 04:34:43.986, 1, 26 %, 41970 MiB
2025/10/01 04:35:13.987, 0, 0 %, 31342 MiB
2025/10/01 04:35:13.987, 1, 8 %, 48306 MiB
2025/10/01 04:35:43.988, 0, 58 %, 18714 MiB
2025/10/01 04:35:43.988, 1, 100 %, 38784 MiB
2025/10/01 04:36:13.988, 0, 85 %, 41258 MiB
2025/10/01 04:36:13.989, 1, 100 %, 35334 MiB
2025/10/01 04:36:43.990, 0, 57 %, 27468 MiB
2025/10/01 04:36:43.990, 1, 100 %, 30756 MiB
2025/10/01 04:37:13.991, 0, 0 %, 17704 MiB
2025/10/01 04:37:13.991, 1, 25 %, 45724 MiB
2025/10/01 04:37:43.992, 0, 0 %, 40578 MiB
2025/10/01 04:37:43.992, 1, 100 %, 32450 MiB
2025/10/01 04:38:13.993, 0, 0 %, 29258 MiB
2025/10/01 04:38:13.993, 1, 28 %, 37186 MiB
2025/10/01 04:38:43.994, 0, 97 %, 16972 MiB
2025/10/01 04:38:43.994, 1, 100 %, 44178 MiB
2025/10/01 04:39:13.994, 0, 12 %, 43952 MiB
2025/10/01 04:39:13.995, 1, 0 %, 37514 MiB
2025/10/01 04:39:43.995, 0, 0 %, 22960 MiB
2025/10/01 04:39:43.996, 1, 0 %, 34274 MiB
2025/10/01 04:40:13.996, 0, 0 %, 22960 MiB
2025/10/01 04:40:13.996, 1, 0 %, 34274 MiB
2025/10/01 04:40:43.997, 0, 0 %, 22960 MiB
2025/10/01 04:40:43.997, 1, 0 %, 34274 MiB
2025/10/01 04:41:13.998, 0, 4 %, 22962 MiB
2025/10/01 04:41:13.998, 1, 11 %, 34274 MiB
2025/10/01 04:41:43.999, 0, 4 %, 22962 MiB
2025/10/01 04:41:44.000, 1, 12 %, 34274 MiB
2025/10/01 04:42:14.000, 0, 4 %, 22962 MiB
2025/10/01 04:42:14.000, 1, 12 %, 34274 MiB
2025/10/01 04:42:44.001, 0, 3 %, 22962 MiB
2025/10/01 04:42:44.001, 1, 12 %, 34274 MiB
2025/10/01 04:43:14.002, 0, 3 %, 22962 MiB
2025/10/01 04:43:14.002, 1, 12 %, 34274 MiB
2025/10/01 04:43:44.003, 0, 4 %, 22962 MiB
2025/10/01 04:43:44.004, 1, 12 %, 34274 MiB
2025/10/01 04:44:14.004, 0, 3 %, 22962 MiB
2025/10/01 04:44:14.004, 1, 12 %, 34274 MiB
2025/10/01 04:44:44.005, 0, 3 %, 22962 MiB
2025/10/01 04:44:44.006, 1, 11 %, 34274 MiB
2025/10/01 04:45:14.006, 0, 3 %, 22962 MiB
2025/10/01 04:45:14.006, 1, 12 %, 34274 MiB
2025/10/01 04:45:44.007, 0, 4 %, 22962 MiB
2025/10/01 04:45:44.007, 1, 12 %, 34274 MiB
2025/10/01 04:46:14.008, 0, 4 %, 22962 MiB
2025/10/01 04:46:14.008, 1, 12 %, 34274 MiB
2025/10/01 04:46:44.009, 0, 3 %, 22962 MiB
2025/10/01 04:46:44.009, 1, 11 %, 34274 MiB
2025/10/01 04:47:14.009, 0, 3 %, 22962 MiB
2025/10/01 04:47:14.010, 1, 12 %, 34274 MiB
2025/10/01 04:47:44.011, 0, 3 %, 22962 MiB
2025/10/01 04:47:44.011, 1, 12 %, 34274 MiB
2025/10/01 04:48:14.012, 0, 4 %, 22962 MiB
2025/10/01 04:48:14.012, 1, 12 %, 34274 MiB
2025/10/01 04:48:44.013, 0, 3 %, 22962 MiB
2025/10/01 04:48:44.013, 1, 12 %, 34274 MiB
2025/10/01 04:49:14.014, 0, 3 %, 22962 MiB
2025/10/01 04:49:14.014, 1, 12 %, 34274 MiB
2025/10/01 04:49:44.014, 0, 4 %, 22962 MiB
2025/10/01 04:49:44.015, 1, 12 %, 34274 MiB
2025/10/01 04:50:14.015, 0, 4 %, 22962 MiB
2025/10/01 04:50:14.015, 1, 12 %, 34274 MiB
2025/10/01 04:50:44.016, 0, 4 %, 22962 MiB
2025/10/01 04:50:44.016, 1, 12 %, 34274 MiB
2025/10/01 04:51:14.017, 0, 0 %, 22962 MiB
2025/10/01 04:51:14.017, 1, 0 %, 34274 MiB
2025/10/01 04:51:44.018, 0, 3 %, 22962 MiB
2025/10/01 04:51:44.018, 1, 11 %, 34274 MiB
2025/10/01 04:52:14.019, 0, 3 %, 22962 MiB
2025/10/01 04:52:14.019, 1, 12 %, 34274 MiB
2025/10/01 04:52:44.020, 0, 3 %, 22962 MiB
2025/10/01 04:52:44.020, 1, 12 %, 34274 MiB
2025/10/01 04:53:14.020, 0, 3 %, 22962 MiB
2025/10/01 04:53:14.021, 1, 12 %, 34274 MiB
2025/10/01 04:53:44.022, 0, 3 %, 22962 MiB
2025/10/01 04:53:44.022, 1, 12 %, 34274 MiB
2025/10/01 04:54:14.023, 0, 3 %, 22962 MiB
2025/10/01 04:54:14.023, 1, 12 %, 34274 MiB
2025/10/01 04:54:44.024, 0, 4 %, 22962 MiB
2025/10/01 04:54:44.024, 1, 12 %, 34274 MiB
2025/10/01 04:55:14.024, 0, 4 %, 22962 MiB
2025/10/01 04:55:14.024, 1, 12 %, 34274 MiB
2025/10/01 04:55:44.024, 0, 4 %, 22962 MiB
2025/10/01 04:55:44.025, 1, 12 %, 34274 MiB
2025/10/01 04:56:14.025, 0, 5 %, 22962 MiB
2025/10/01 04:56:14.025, 1, 12 %, 34274 MiB
2025/10/01 04:56:44.026, 0, 4 %, 22962 MiB
2025/10/01 04:56:44.026, 1, 12 %, 34274 MiB
2025/10/01 04:57:14.027, 0, 3 %, 22962 MiB
2025/10/01 04:57:14.027, 1, 12 %, 34274 MiB
2025/10/01 04:57:44.027, 0, 4 %, 22962 MiB
2025/10/01 04:57:44.027, 1, 12 %, 34274 MiB
2025/10/01 04:58:14.028, 0, 4 %, 22962 MiB
2025/10/01 04:58:14.029, 1, 12 %, 34274 MiB
2025/10/01 04:58:44.029, 0, 4 %, 22962 MiB
2025/10/01 04:58:44.029, 1, 12 %, 34274 MiB
2025/10/01 04:59:14.030, 0, 4 %, 22962 MiB
2025/10/01 04:59:14.030, 1, 12 %, 34274 MiB
2025/10/01 04:59:44.031, 0, 3 %, 22962 MiB
2025/10/01 04:59:44.031, 1, 12 %, 34274 MiB
2025/10/01 05:00:14.031, 0, 4 %, 22962 MiB
2025/10/01 05:00:14.032, 1, 12 %, 34274 MiB
2025/10/01 05:00:44.032, 0, 4 %, 22962 MiB
2025/10/01 05:00:44.033, 1, 12 %, 34274 MiB
2025/10/01 05:01:14.034, 0, 0 %, 22962 MiB
2025/10/01 05:01:14.034, 1, 0 %, 34274 MiB
2025/10/01 05:01:44.035, 0, 4 %, 22962 MiB
2025/10/01 05:01:44.035, 1, 12 %, 34274 MiB
2025/10/01 05:02:14.036, 0, 4 %, 22962 MiB
2025/10/01 05:02:14.036, 1, 12 %, 34274 MiB
2025/10/01 05:02:44.037, 0, 3 %, 22962 MiB
2025/10/01 05:02:44.037, 1, 12 %, 34274 MiB
2025/10/01 05:03:14.037, 0, 0 %, 1 MiB
2025/10/01 05:03:14.038, 1, 0 %, 1 MiB
2025/10/01 05:03:44.038, 0, 0 %, 1 MiB
2025/10/01 05:03:44.038, 1, 0 %, 1 MiB
2025/10/01 05:04:14.038, 0, 0 %, 1 MiB
2025/10/01 05:04:14.039, 1, 0 %, 1 MiB
2025/10/01 05:04:44.039, 0, 0 %, 1 MiB
2025/10/01 05:04:44.039, 1, 0 %, 1 MiB
2025/10/01 05:05:14.040, 0, 0 %, 1 MiB
2025/10/01 05:05:14.040, 1, 0 %, 1 MiB
2025/10/01 05:05:44.041, 0, 0 %, 1 MiB
2025/10/01 05:05:44.041, 1, 0 %, 1 MiB
2025/10/01 05:06:14.042, 0, 0 %, 1 MiB
2025/10/01 05:06:14.042, 1, 0 %, 1 MiB
2025/10/01 05:06:44.043, 0, 0 %, 1 MiB
2025/10/01 05:06:44.044, 1, 0 %, 1 MiB
2025/10/01 05:07:14.045, 0, 0 %, 1 MiB
2025/10/01 05:07:14.045, 1, 0 %, 1 MiB
2025/10/01 05:07:44.046, 0, 0 %, 1 MiB
2025/10/01 05:07:44.046, 1, 0 %, 1 MiB
2025/10/01 05:08:14.047, 0, 0 %, 1 MiB
2025/10/01 05:08:14.047, 1, 0 %, 1 MiB
2025/10/01 05:08:44.048, 0, 0 %, 1 MiB
2025/10/01 05:08:44.048, 1, 0 %, 1 MiB
2025/10/01 05:09:14.048, 0, 0 %, 1 MiB
2025/10/01 05:09:14.048, 1, 0 %, 1 MiB
2025/10/01 05:09:44.049, 0, 0 %, 1 MiB
2025/10/01 05:09:44.050, 1, 0 %, 1 MiB
2025/10/01 05:10:14.050, 0, 0 %, 1 MiB
2025/10/01 05:10:14.051, 1, 0 %, 1 MiB
2025/10/01 05:10:44.052, 0, 0 %, 1 MiB
2025/10/01 05:10:44.052, 1, 0 %, 1 MiB
2025/10/01 05:11:14.053, 0, 0 %, 1 MiB
2025/10/01 05:11:14.053, 1, 0 %, 1 MiB
2025/10/01 05:11:44.054, 0, 0 %, 1 MiB
2025/10/01 05:11:44.054, 1, 0 %, 1 MiB
